ticker,date,expiry,option_type,moneyness,strike,timestamp,open,high,low,close,volume
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:15:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:16:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:17:00,11.5,11.5,11.5,11.5,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:18:00,11.5,12.0,11.5,12.0,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:19:00,10.4,10.4,10.4,10.4,900
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:20:00,10.4,10.4,9.25,9.25,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:21:00,9.25,9.25,9.25,9.25,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:22:00,9.25,9.25,9.25,9.25,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:23:00,9.25,9.25,9.25,9.25,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:24:00,9.3,9.3,9.3,9.3,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:25:00,10.0,10.0,10.0,10.0,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:26:00,10.0,10.0,9.5,9.5,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:27:00,9.5,9.5,8.6,8.6,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:28:00,8.6,8.6,8.6,8.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:29:00,8.6,8.6,8.6,8.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:30:00,8.6,10.6,8.6,10.6,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:31:00,10.25,10.25,10.25,10.25,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:32:00,10.25,10.25,9.6,9.6,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:33:00,9.6,9.6,9.6,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:34:00,9.4,9.4,9.4,9.4,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:35:00,9.7,9.7,9.7,9.7,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:36:00,9.7,9.7,9.7,9.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:37:00,9.7,9.7,9.7,9.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:38:00,9.7,9.7,9.7,9.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:39:00,9.7,9.7,9.7,9.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:40:00,9.7,9.7,9.7,9.7,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:41:00,9.55,9.55,9.55,9.55,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:42:00,9.55,9.6,9.55,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:43:00,9.6,9.6,9.6,9.6,300
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:44:00,9.6,9.6,9.6,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:45:00,9.6,9.6,9.6,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:46:00,9.6,9.6,9.6,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:47:00,9.6,9.6,9.6,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:48:00,9.6,9.6,9.6,9.6,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:49:00,9.6,9.6,9.35,9.35,600
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:50:00,9.35,9.35,9.35,9.35,0
ACC,2024-08-28,2024-08-29,PUT,OTM1,2340,2024-08-28 10:51:00,9.35,9.35,9.35,9.35,0
